"Artikel-Nr";"Bezeichnung";"Langtext";"Zugangslager";"Abgangslager";"Maﬂeinheit";"Anzahl pro Maﬂeinheit";"Grundeinheit";"Verpackungseinheit";"EAN";"Hersteller";"Herstellernummer";"Kontenzuordnung";"Kontenzuordnung Kasse";"Leistung";"Bestandsf¸hrung";"Negativbestand erlaubt";"Rabattf‰hig";"Gewicht";"L‰nge";"Breite";"Hˆhe";"Erstellt am";"Zuletzt aktualisiert am";"Bestand: Hauptlager";"Meldebestand: Hauptlager";"Preis: Endkundenpreis";"Warenwert: Hauptlager";"Warenwert Gesamt:";"Einkauf Lieferant 0";"Einkauf Lieferant Nummer 0";"Einkauf VPE0";"Einkauf Bestellnummer 0";"Einkauf Preis 0";"Einkauf Rabatt 0";"Einkauf Menge 0"
"13010";"WIND MILL, Klebreismehl, 400 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td>\n<td class=""col-2"">352 kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 g</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">0,5 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">0,2 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt†</td>\n<td class=""col-2"">81 g</td>\n</tr><tr><td class=""col-1 sub"">† †Mehrfach unges‰ttigte†</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr><tr><td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">0 g</td>\n</tr><tr><td class=""col-1 sub"">† †Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">6 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0,029 g</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr></tbody></table></div>\n<p>Ursprungsland : Thailand <br /> Hersteller/Importer: Heuschen &amp; Schrouff OFT B.V.<br />Sperwerweg 1, 6374 AG Landgraaf, The Netherlands. <br />p:+31 (0) 45 533 82 00 <br /> e: office@heuschenschrouff.com</p>";"Hauptlager";"Hauptlager";"";"";"";"";"8728200404122";"WAI WAI";"";"20000";"";0;1;1;1;"0,4";0;0;0;"2020-12-14T23:37:54.583Z";"2022-01-21T16:38:50.245Z";"58";"";"1,5";;"0";;;;;;;
"13012";"WIND MILL, Tapiokamehl, 400 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">348 kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">87 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0,02 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Vietnam <br /> Hersteller/Importer: Heuschen &amp; Schrouff OFT B.V. <br /> PO Box 30202 / 6370 KE Landgraaf, Holland. <br />p: 0031-(0)45-5338283 <br />e: sales@heuschenschrouff.com</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8728200404160";"WIND MILL";"";"20000";"";0;1;1;1;"0,4";0;0;0;"2020-12-14T23:37:54.648Z";"2022-06-17T14:24:24.355Z";"-24";"";"1,5";;"0";;;;;;;
"12096";"PRIMA TASTE, CURRY La Mian Nudeln in Curry-Suppe, 178 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">488 kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">1.196 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">26 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">29 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">9 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt†</td>\n<td class=""col-2"">46 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Mehrfach unges‰ttigte†</td>\n<td class=""col-2"">2 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">6 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">7 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">† †Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">22 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">†</td>\n<td class=""col-2"">†</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">4%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">2%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">24%</td>\n</tr>\n</tbody>\n</table>\n</div>\n<p>Ursprungsland : Singapur <br /> Hersteller/Importer: Oriental Merchant (Europe) <br /> Heksekamp 7 5301 LX Zaltbommel, Niederlande.</p>";"Hauptlager";"Hauptlager";"";"";"";"";"8886350067960";"PRIMA TASTE";"";"20000";"";0;1;1;1;"0,185";0;0;0;"2020-12-14T23:37:54.709Z";"2022-04-25T15:06:04.322Z";"54";"0";"2,79";"90,72";"90,72";"";"";"1";"";"1,68";;1
"12098";"PRIMA TASTE, CHILLI CRAB La Mian, 160 g";"";"Hauptlager";"Hauptlager";"";"";"";"";"8886350067908";"PRIMA TASTE";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:37:54.758Z";"2022-02-23T12:16:45.375Z";"16";"0";"2,79";"26,88";"26,88";"";"";"1";"";"1,68";;1
"10006";"BETTER, Thai Klebreis, 1 kg";"<p>Ursprungsland: Thailand</p>\n<p>Importeur: Heuschen &amp; Schrouff OFT B.V</p>\n<p>P.O Box 30202</p>\n<p>6370 KE Landgraaf - Niederlande</p>\n<p>Fax: 0031- (0)45-5338283</p>\n<p>Email: sales@heuschenschrouff.com/ Internet: www.heuschenschrouff.com</p>";"Hauptlager";"Hauptlager";"";"";"";"";"8852116710098";"BETTER";"";"20000";"";0;1;1;1;"1";0;0;0;"2020-12-14T23:37:54.823Z";"2022-04-25T15:38:38.676Z";"-10";"0";"3";;"0";"";"";"1";"";"1,38";;1
"12100";"SAMYANG, Instant-Nudeln Scharf, 140 g";"<div class=""pd-ToggleBox__trigger""><h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2><p>Portion per 145 g</p><table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td><td class=""col-2"">530 kcal&nbsp;</td><td class=""col-1"">Natrium</td><td class=""col-2"">1280 mg</td></tr><tr><td class=""col-1"">Fette gesamt</td><td class=""col-2"">16 g</td><td class=""col-1"">Kalium</td><td class=""col-2"">0 mg</td></tr><tr><td class=""col-1 sub"">&nbsp; &nbsp;Ges‰ttigte</td><td class=""col-2"">8 g</td><td class=""col-1"">Kohlenhydrate gesamt</td><td class=""col-2"">85 g</td></tr><tr><td class=""col-1 sub"">&nbsp; &nbsp;Mehrfach unges‰ttigte</td><td class=""col-2"">0 g</td><td class=""col-1"">Ballaststoffe</td><td class=""col-2"">1 g</td></tr><tr><td class=""col-1 sub"">&nbsp; &nbsp;Einfach unges‰ttigte</td><td class=""col-2"">0 g</td><td class=""col-1"">Zucker</td><td class=""col-2"">7 g</td></tr><tr><td class=""col-1 sub"">&nbsp; &nbsp;Trans</td><td class=""col-2"">0 g</td><td class=""col-1"">Eiweiﬂ</td><td class=""col-2"">12 g</td></tr><tr class=""last""><td class=""col-1"">Cholesterin</td><td class=""col-2"">0 mg</td><td class=""col-1"">&nbsp;</td><td class=""col-2"">&nbsp;</td></tr><tr class=""alt""><td class=""col-1"">Vitamin A</td><td class=""col-2"">0%</td><td class=""col-1"">Kalzium</td><td class=""col-2"">2%</td></tr><tr class=""last""><td class=""col-1"">Vitamin C</td><td class=""col-2"">0%</td><td class=""col-1"">Eisen</td><td class=""col-2"">0%</td></tr></tbody></table><p>Ursprungsland : Korea&nbsp;<br> Hersteller/Importer: Samyang Foods Co., Ltd.<br>104, Opaesan-ro 3-gil, Seongbuk-gu, Seoul, Korea<br>p:  82 2 940-3000</p></div>";"Hauptlager";"Hauptlager";"";"";"";"";"8801073110502";"SAMYANG";"";"20000";"";0;1;1;1;"0,14";0;0;0;"2020-12-14T23:37:54.862Z";"2022-06-09T12:58:13.986Z";"-175";"0";"1,45";;"0";;;;;;;
"14398";"SAMYANG, Instant-Nudeln Super Scharf, 5x140g";"<p>""</p>\n<div>\n<h2>N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table><tbody><tr><td>Kalorien</td>\n<td>378 kcal†</td>\n<td>Natrium</td>\n<td>†0,9 g</td>\n</tr><tr><td>Fett</td>\n<td>11,4 g</td>\n<td>Ballaststoffe</td>\n<td>0,7 g†</td>\n</tr><tr><td>† †Ges‰ttigte Fetts‰uren</td>\n<td>5,7 g</td>\n<td>Eisweiss</td>\n<td>8,6 g</td>\n</tr><tr><td>† †Unges‰ttigte Fetts‰uren</td>\n<td>†</td>\n<td>Salz</td>\n<td>2,3 g</td>\n</tr><tr><td>Kohlenhydrate gesamt</td>\n<td>60,7 g</td>\n<td>†</td>\n<td>†</td>\n</tr><tr><td>† †Davon zucker</td>\n<td>5 g</td>\n<td>†</td>\n<td>†</td>\n</tr></tbody></table><p>Ursprungsland : S¸dkorea</p>\n<p>Hersteller: Samyang Foods Co., Ltd.<br />104. Opaesan-ro 3-gil<br />Seongbuk-gu, Seoul, S¸dkorea</p>\n<p>†</p>\n<p>†</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"";"SAMYANG";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:37:54.943Z";"2021-12-28T17:32:36.439Z";"0";"";"5,5";;"0";;;;;;;
"14399";"INDOMIE, Popmie Baso Special, 75gr";"";"Hauptlager";"Hauptlager";"";"";"";"";"";"";"";"20000";"";0;1;1;1;"0,08";0;0;0;"2020-12-14T23:37:55.004Z";"2021-12-28T17:32:37.274Z";"0";"";"1,19";;"0";;;;;;;
"14400";"INNDOMIE, Popmie gebratene Nudeln Special, 80g";"";"Hauptlager";"Hauptlager";"";"";"";"";"";"";"";"20000";"";0;1;1;1;"0,085";0;0;0;"2020-12-14T23:37:55.050Z";"2021-12-28T17:32:38.085Z";"0";"";"1,19";;"0";;;;;;;
"14401";"WINGSFOOD, MIE SEDAP 1 Dos (isi 40 x 70 g), Soto-Geschmack";"";"Hauptlager";"Hauptlager";"";"";"";"";"";"";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:37:55.090Z";"2021-12-28T17:32:38.929Z";"0";"";"13,5";;"0";;;;;;;
"14402";"NIVO MI Cup Huhner mit Zwiebel-Geschmack, 65g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per cup 65 g</p>\n<div class=""col-1"">\n<div id=""nutrition_info"">\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td>\n<td class=""col-2"">470 kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">22,5 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">11,5 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt†</td>\n<td class=""col-2"">56,1 g</td>\n</tr><tr><td class=""col-1 sub"">† †Mehrfach unges‰ttigte†</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">5,1 g</td>\n</tr><tr><td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">3,6 g</td>\n</tr><tr><td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">11,1 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">4,5 g</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr></tbody></table></div>\n</div>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: Nivo Im-en Export Beverwijk B.V.<br /> Schieland 8, 1948 RM Beverwijk, the Netherlands†<br />p:+31 251 215 585</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"";"";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:37:55.129Z";"2021-12-28T17:32:39.727Z";"0";"";"1,2";;"0";;;;;;;
"14021";"KOBE, Gewuerzemehl Hot Spicy 75 g";"<h1 class=""main-title"">N‰hrwert</h1>\n<p>pro 100gr†</p>\n<div class=""col-1"">\n<div id=""nutrition_info"">\n<table class=""rg-table"" summary=""Nutrition Facts""><tbody><tr><td class=""text"">Brennwert</td>\n<td class=""text"">1408.93kJ†</td>\n</tr><tr><td class=""text"">Fett</td>\n<td class=""text"">1.01 g†</td>\n</tr><tr><td class=""text"">† †davon ges‰ttigte Fetts‰uren††</td>\n<td class=""text"">0.86 g†</td>\n</tr><tr><td class=""text"">† †Trans fat</td>\n<td class=""text"">0 g†</td>\n</tr><tr><td class=""text"">Kohlenhydrat</td>\n<td class=""text"">72.6 g†</td>\n</tr><tr class=""hide-mobile""><td class=""text"">davon Zucker†</td>\n<td class=""text"">4.19 g†</td>\n</tr><tr class=""hide-mobile""><td class=""text"">Eiweﬂ</td>\n<td class=""text"">8.08 g†</td>\n</tr><tr class=""hide-mobile""><td class=""text"">Salz</td>\n<td class=""text"">4.9 g†</td>\n</tr></tbody></table><p>†<br />Ursprungsland : Indonesien<br />Hersteller/Importer : PT. KOBE BOGA UTAMA<br />Anschrift :†Jl. Manis Raya No. 15 Kawasan Industri Manis<br />Tangerang 15810 ? Indonesia<br />p: +62 21 5918805</p>\n</div>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"";"";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:37:55.166Z";"2021-12-28T17:32:40.555Z";"0";"";"0,99";;"0";;;;;;;
"14403";"NIVO MI CUP Rinder Geschmack (Bakso)";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per cup 65 g</p>\n<div class=""col-1"">\n<div id=""nutrition_info"">\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td>\n<td class=""col-2"">300 kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">14,3 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">7,2 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt†</td>\n<td class=""col-2"">36,9 g</td>\n</tr><tr><td class=""col-1 sub"">† †Mehrfach unges‰ttigte†</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">3,4 g</td>\n</tr><tr><td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">2,2 g</td>\n</tr><tr><td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">7,4 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">3,5 g</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr></tbody></table></div>\n</div>\n<p>Ursprungsland : Indonesien <br /> Hersteller/Importer: Nivo Im-en Export Beverwijk B.V.<br /> Schieland 8, 1948 RM Beverwijk, the Netherlands†<br />p:+31 251 215 585</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"";"Nivo";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:37:55.211Z";"2021-12-28T17:32:41.380Z";"0";"";"1,2";;"0";;;;;;;
"10007";"BANH TRANG VIET NAM, Reis Papier 22cm, 500g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td>\n<td class=""col-2"">340 kcal†</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">0,17 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1 sub"">† †Ges‰ttigte</td>\n<td class=""col-2"">0,12 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">84 g</td>\n</tr><tr><td class=""col-1 sub"">† †Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr><tr><td class=""col-1 sub"">† †Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">2,8 g</td>\n</tr><tr><td class=""col-1 sub"">† †Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">0,4 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0,68 g</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr></tbody></table><p>Ursprungsland : Vietnam†<br /> Hersteller/Importer: Heuschen &amp; Schrouff OFT B.V.<br /> PO Box 30202, 6370 KE Landgraaf, Niederlande. <br />p: 0031-(0)45-5338283 <br />e: sales@heuschenschrouff.com</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8936044400020";"BANH TRANG VIET NAM";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:37:55.237Z";"2022-05-12T12:21:37.408Z";"-5";"";"2,5";;"0";"";"";"1";"";"1,55";;1
"10008";"Reis Papier 28cm, 500 g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion per 100 g</p>\n<table id=""nutrition-facts"">\n<tbody>\n<tr>\n<td class=""col-1"">Kalorien</td>\n<td class=""col-2"">340 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">0,17 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">0,12 g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">84 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">0 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">2,8 g</td>\n</tr>\n<tr>\n<td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">0,4 g</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">0,68 g</td>\n</tr>\n<tr class=""alt"">\n<td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">0%</td>\n</tr>\n<tr class=""last"">\n<td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">0%</td>\n</tr>\n</tbody>\n</table>\n<p>Ursprungsland : Vietnam <br /> Hersteller/Importer: Heuschen &amp; Schrouff OFT B.V.<br /> PO Box 30202, 6370 KE Landgraaf, Niederlande. <br />p: 0031-(0)45-5338283 <br />e: sales@heuschenschrouff.com</p>\n</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8936044400037";"BANH TRANG VIET NAM";"";"20000";"";0;1;1;1;"50";0;0;0;"2020-12-14T23:37:55.264Z";"2022-04-02T15:50:05.756Z";"5";"0";"2,5";"8,1";"8,1";"";"";"1";"";"1,62";;1
"10021";"SUN CLAD, Basmati Reis, 5 kg";"";"Hauptlager";"Hauptlager";"";"";"";"";"8005734100325";"SUN CLAD";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:37:55.291Z";"2022-05-10T14:40:12.139Z";"-15";"0";"13";;"0";;;;;;;
"12126";"WINGSFOOD, Mie Sedaap Cup Goreng 85g";"<div class=""pd-ToggleBox__trigger"">\n<h2 class=""pd-ToggleBox__heading"">N‰hrwerte</h2>\n<p>Portion pro Packung</p>\n<div class=""col-1"">\n<div id=""nutrition_info"">\n<table id=""nutrition-facts""><tbody><tr><td class=""col-1"">Kalorien</td>\n<td class=""col-2"">380 kcal</td>\n<td class=""col-1"">Natrium</td>\n<td class=""col-2"">1610 mg</td>\n</tr><tr><td class=""col-1"">Fette gesamt</td>\n<td class=""col-2"">19 g</td>\n<td class=""col-1"">Kalium</td>\n<td class=""col-2"">0 mg</td>\n</tr><tr><td class=""col-1 sub"">Ges‰ttigte</td>\n<td class=""col-2"">11 g g</td>\n<td class=""col-1"">Kohlenhydrate gesamt</td>\n<td class=""col-2"">43 g</td>\n</tr><tr><td class=""col-1 sub"">Mehrfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Ballaststoffe</td>\n<td class=""col-2"">3 g</td>\n</tr><tr><td class=""col-1 sub"">Einfach unges‰ttigte</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Zucker</td>\n<td class=""col-2"">4 g</td>\n</tr><tr><td class=""col-1 sub"">Trans</td>\n<td class=""col-2"">0 g</td>\n<td class=""col-1"">Eiweiﬂ</td>\n<td class=""col-2"">8 g</td>\n</tr><tr class=""last""><td class=""col-1"">Cholesterin</td>\n<td class=""col-2"">0 mg</td>\n<td class=""col-1"">Salz</td>\n<td class=""col-2"">\n<p>0 g</p>\n</td>\n</tr><tr class=""alt""><td class=""col-1"">Vitamin A</td>\n<td class=""col-2"">55%</td>\n<td class=""col-1"">Kalzium</td>\n<td class=""col-2"">4%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin B1</td>\n<td class=""col-2"">60%</td>\n<td class=""col-1"">Vitamin B6</td>\n<td class=""col-2"">35%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin B5</td>\n<td class=""col-2"">15%</td>\n<td class=""col-1"">Vitamin B12</td>\n<td class=""col-2"">25%</td>\n</tr><tr class=""last""><td class=""col-1"">Vitamin C</td>\n<td class=""col-2"">0%</td>\n<td class=""col-1"">Eisen</td>\n<td class=""col-2"">20%</td>\n</tr></tbody></table></div>\n</div>\n<div class=""col-2"">†</div>\n<div class=""col-2"">†</div>\n</div>\n<div class=""pd-AttributeGroup"">†</div>";"Hauptlager";"Hauptlager";"";"";"";"";"8998866200813";"";"";"20000";"";0;1;1;1;"0";0;0;0;"2020-12-14T23:37:55.325Z";"2021-12-28T17:32:44.859Z";"0";"";"1,22";;"0";"";"";"1";"";"0,42";;1
